id,seed,starting_age,race,sex,insurance,place
86769,256819,40,NHW,F,Y,OHS
86770,59822,40,NHW,F,Y,IHS
86771,361136,40,NHW,F,Y,IHS
86772,87951,40,NHW,M,Y,IHS
86773,822017,40,NHB,F,Y,IHS
86774,40138,40,NHW,F,Y,IHS
86775,167184,40,NHW,F,Y,OHS
86776,320285,40,NHW,M,Y,OHS
86777,647057,40,NHW,M,Y,IHS
86778,733563,40,NHW,M,Y,IHS
86779,321918,40,NHW,F,Y,IHS
86780,731224,40,NHW,F,Y,IHS
86781,17616,40,NHW,M,Y,IHS
86782,1452,40,NHW,F,Y,IHS
86783,996070,40,NHW,M,Y,OHS
86784,984316,40,NHW,F,Y,IHS
86785,984667,40,NHW,M,N,IHS
86786,559246,40,NHW,M,Y,IHS
86787,973109,40,NHW,F,Y,IHS
86788,875231,40,NHW,M,Y,IHS
86789,469395,40,NHW,M,Y,IHS
86790,176876,40,NHW,M,Y,IHS
86791,773594,40,NHW,M,Y,IHS
86792,3515,40,NHW,F,Y,IHS
86793,11258,40,NHW,M,Y,IHS
86794,482904,40,NHB,M,Y,OHS
86795,158683,40,NHW,M,Y,IHS
86796,386012,40,NHW,M,N,OHS
86797,38626,40,NHW,M,Y,IHS
86798,532056,40,NHW,M,Y,IHS
86799,235930,40,NHW,F,N,OHS
86800,367290,40,NHB,M,Y,IHS
86801,853219,40,NHW,F,Y,IHS
86802,503384,40,NHW,M,Y,IHS
86803,925557,40,NHB,M,Y,IHS
86804,623186,40,NHW,M,Y,IHS
86805,424216,40,NHW,F,Y,IHS
86806,959005,40,NHW,F,Y,IHS
86807,417049,40,NHW,F,Y,IHS
86808,796807,40,NHW,M,Y,OHS
86809,75955,40,NHW,M,Y,OHS
86810,428253,40,NHW,M,Y,IHS
86811,803974,40,NHW,M,Y,IHS
86812,528855,40,NHW,M,Y,OHS
86813,158875,40,NHW,F,Y,IHS
86814,387849,40,NHW,M,Y,IHS
86815,291407,40,NHW,M,Y,IHS
86816,297713,40,NHW,M,Y,IHS
86817,839315,40,NHW,F,Y,IHS
86818,912979,40,NHW,M,Y,IHS
86819,122068,40,NHW,F,Y,IHS
86820,223571,40,NHW,M,Y,IHS
86821,384186,40,NHW,M,Y,IHS
86822,921688,40,NHW,F,Y,IHS
86823,155831,40,NHW,F,Y,IHS
86824,91527,40,NHW,M,Y,IHS
86825,823924,40,NHW,F,Y,IHS
86826,198553,40,NHW,M,Y,IHS
86827,280161,40,NHW,M,N,OHS
86828,711072,40,NHW,F,Y,IHS
86829,733961,40,NHW,M,Y,IHS
86830,822387,40,NHW,M,Y,IHS
86831,789469,40,NHW,F,Y,OHS
86832,879195,40,NHW,M,Y,OHS
86833,938007,40,NHW,F,N,OHS
86834,409468,40,NHW,F,Y,IHS
86835,804840,40,NHW,F,Y,OHS
86836,460392,40,NHW,M,Y,IHS
86837,550569,40,NHW,M,Y,IHS
86838,611971,40,NHW,F,Y,IHS
86839,826819,40,NHB,M,Y,OHS
86840,248119,40,NHW,M,Y,IHS
86841,109450,40,NHW,F,Y,IHS
86842,611917,40,NHB,F,Y,IHS
86843,703085,40,NHW,F,Y,IHS
86844,208724,40,NHW,M,N,OHS
86845,50155,40,NHW,F,Y,IHS
86846,311557,40,NHW,F,Y,IHS
86847,52611,40,NHB,F,Y,IHS
86848,851641,40,NHB,F,Y,IHS
86849,497961,40,NHW,F,Y,IHS
86850,86754,40,NHW,F,Y,IHS
86851,446210,40,NHW,F,Y,IHS
86852,562720,40,NHW,F,Y,IHS
86853,27657,40,NHB,F,N,IHS
86854,360379,40,NHW,M,N,OHS
86855,857085,40,NHW,M,Y,OHS
86856,201926,40,NHW,M,Y,IHS
86857,446872,40,NHB,F,Y,IHS
86858,743449,40,NHW,M,N,IHS
86859,538793,40,NHW,F,Y,IHS
86860,826753,40,NHW,F,Y,IHS
86861,349674,40,NHW,F,Y,IHS
86862,650057,40,NHW,M,Y,OHS
86863,754574,40,NHB,F,Y,IHS
86864,148315,40,NHW,M,Y,IHS
86865,495944,40,NHW,M,Y,IHS
86866,541965,40,NHW,M,Y,IHS
86867,203381,40,NHW,F,N,IHS
86868,645645,40,NHW,F,Y,OHS
86869,816214,40,NHW,M,Y,IHS
86870,898509,40,NHW,M,Y,IHS
86871,452078,40,NHW,F,Y,OHS
86872,45805,40,NHW,F,Y,IHS
86873,695758,40,NHW,F,Y,IHS
86874,738416,40,NHW,F,Y,OHS
86875,897606,40,NHW,F,Y,IHS
86876,127957,40,NHW,M,Y,IHS
86877,118540,40,NHW,F,N,IHS
86878,306022,40,NHB,M,Y,IHS
86879,811712,40,NHW,M,N,IHS
86880,875883,40,NHB,M,Y,IHS
86881,113740,40,NHW,M,Y,IHS
86882,867424,40,NHB,F,N,IHS
86883,326414,40,NHW,F,Y,IHS
86884,555518,40,NHB,F,Y,IHS
86885,13248,40,NHW,M,Y,OHS
86886,219041,40,NHW,F,Y,IHS
86887,924480,40,NHW,M,Y,IHS
86888,436784,40,NHW,M,Y,IHS
86889,693750,40,NHW,F,Y,IHS
86890,150232,40,NHW,M,Y,IHS
86891,308617,40,NHB,F,N,OHS
86892,988154,40,NHW,F,Y,IHS
86893,919715,40,NHW,M,Y,OHS
86894,133796,40,NHB,F,Y,IHS
86895,713940,40,NHB,M,Y,OHS
86896,98324,40,NHW,F,Y,IHS
86897,34263,40,NHW,F,Y,IHS
86898,386822,40,NHB,F,Y,OHS
86899,347012,40,NHW,M,Y,IHS
86900,974141,40,NHW,F,Y,OHS
86901,143312,40,NHW,M,Y,IHS
86902,988078,40,NHW,M,N,IHS
86903,829623,40,NHW,M,N,IHS
86904,232773,40,NHW,M,Y,IHS
86905,77202,40,NHW,M,Y,IHS
86906,371595,40,NHB,M,Y,IHS
86907,64278,40,NHW,M,Y,IHS
86908,546450,40,NHW,M,Y,IHS
86909,888887,40,NHW,M,Y,IHS
86910,682512,40,NHW,F,Y,IHS
86911,701017,40,NHW,M,Y,IHS
86912,710576,40,NHW,F,Y,IHS
86913,175481,40,NHW,F,Y,IHS
86914,155060,40,NHB,F,Y,OHS
86915,619435,40,NHW,M,Y,IHS
86916,383366,40,NHW,F,Y,OHS
86917,52769,40,NHW,F,Y,IHS
86918,670251,40,NHW,F,Y,IHS
86919,571383,40,NHW,F,Y,IHS
86920,986505,40,NHW,M,Y,IHS
86921,591530,40,NHB,F,Y,IHS
86922,333990,40,NHW,M,Y,IHS
86923,526118,40,NHW,M,Y,IHS
86924,681747,40,NHW,M,Y,IHS
86925,508197,40,NHW,M,Y,IHS
86926,659255,40,NHB,F,Y,IHS
86927,809003,40,NHW,F,Y,IHS
86928,468224,40,NHW,F,N,IHS
86929,979514,40,NHW,F,Y,IHS
86930,235778,40,NHW,M,Y,IHS
86931,952147,40,NHW,M,N,OHS
86932,14298,40,NHW,F,Y,IHS
86933,428752,40,NHW,F,Y,IHS
86934,473490,40,NHB,F,Y,IHS
86935,165148,40,NHB,M,Y,OHS
86936,33151,40,NHW,M,Y,IHS
86937,112723,40,NHW,F,Y,OHS
86938,445832,40,NHB,F,Y,IHS
86939,576749,40,NHW,F,Y,OHS
86940,926714,40,NHB,F,Y,IHS
86941,949190,40,NHW,M,Y,IHS
86942,363659,40,NHB,F,Y,IHS
86943,98671,40,NHW,M,Y,IHS
86944,940672,40,NHW,M,N,IHS
86945,600721,40,NHW,M,Y,IHS
86946,470559,40,NHW,F,N,IHS
86947,364584,40,NHW,M,Y,IHS
86948,292467,40,NHB,M,Y,IHS
86949,559528,40,NHW,M,Y,OHS
86950,556863,40,NHW,M,Y,IHS
86951,149967,40,NHW,M,Y,IHS
86952,125962,40,NHW,M,Y,IHS
86953,731306,40,NHB,F,Y,IHS
86954,444147,40,NHW,F,Y,IHS
86955,999020,40,NHW,M,Y,IHS
86956,77422,40,NHW,M,Y,IHS
86957,25165,40,NHB,F,Y,IHS
86958,249528,40,NHW,M,N,IHS
86959,253875,40,NHB,M,N,IHS
86960,857155,40,NHW,M,Y,IHS
86961,988570,40,NHW,F,Y,OHS
86962,537392,40,NHW,F,Y,IHS
86963,502736,40,NHW,F,Y,IHS
86964,371564,40,NHB,M,Y,IHS
86965,483589,40,NHW,F,Y,IHS
86966,189701,40,NHW,M,Y,IHS
86967,943915,40,NHB,F,N,OHS
86968,228491,40,NHB,F,Y,IHS
86969,893650,40,NHW,F,N,IHS
86970,882891,40,NHW,M,N,IHS
86971,640611,40,NHW,F,Y,OHS
86972,91841,40,NHW,M,Y,OHS
86973,507143,40,NHW,M,Y,IHS
86974,204490,40,NHW,F,Y,IHS
86975,817881,40,NHW,F,Y,OHS
86976,345376,40,NHB,M,N,OHS
86977,932570,40,NHW,F,Y,IHS
86978,235327,40,NHB,F,Y,IHS
86979,83387,40,NHW,M,Y,IHS
86980,54631,40,NHW,F,Y,IHS
86981,34057,40,NHW,M,Y,IHS
86982,877681,40,NHW,F,Y,OHS
86983,685434,40,NHW,F,Y,OHS
86984,160952,40,NHW,F,Y,OHS
86985,700436,40,NHB,M,Y,IHS
86986,819892,40,NHW,F,Y,OHS
86987,789259,40,NHW,F,Y,IHS
86988,963440,40,NHW,F,N,IHS
86989,108334,40,NHW,M,Y,IHS
86990,256559,40,NHW,M,Y,IHS
86991,114109,40,NHW,M,Y,IHS
86992,626496,40,NHW,F,Y,IHS
86993,997215,40,NHW,M,Y,IHS
86994,655554,40,NHB,M,Y,IHS
86995,442561,40,NHB,F,Y,IHS
86996,460180,40,NHW,M,Y,IHS
86997,506680,40,NHW,M,Y,IHS
86998,817699,40,NHW,M,Y,IHS
86999,656211,40,NHW,F,Y,IHS
87000,151443,40,NHW,F,Y,IHS
87001,418466,40,NHW,M,Y,IHS
87002,272655,40,NHW,F,Y,OHS
87003,878170,40,NHB,M,Y,IHS
87004,399212,40,NHB,F,Y,IHS
87005,529257,40,NHB,M,Y,IHS
87006,777633,40,NHW,M,Y,IHS
87007,482728,40,NHW,F,Y,IHS
87008,854840,40,NHB,F,N,IHS
87009,932081,40,NHB,M,Y,IHS
87010,872323,40,NHB,M,Y,IHS
87011,250496,40,NHW,M,Y,IHS
87012,636824,40,NHW,F,Y,IHS
87013,522777,40,NHW,F,Y,IHS
87014,367188,40,NHW,F,Y,IHS
87015,689283,40,NHW,F,N,IHS
87016,634276,40,NHW,F,Y,OHS
87017,704482,40,NHB,F,Y,IHS
87018,135223,40,NHW,F,Y,IHS
87019,107987,40,NHW,F,Y,OHS
87020,433735,40,NHW,F,Y,IHS
87021,551891,40,NHW,F,Y,IHS
87022,134503,40,NHW,M,Y,IHS
87023,640759,40,NHW,F,Y,IHS
87024,925362,40,NHB,F,Y,OHS
87025,14057,40,NHW,F,N,IHS
87026,375263,40,NHW,F,N,IHS
87027,345421,40,NHW,M,Y,IHS
87028,896504,40,NHB,M,Y,IHS
87029,127088,40,NHW,F,Y,IHS
87030,936336,40,NHB,F,Y,IHS
87031,722680,40,NHW,F,Y,IHS
87032,111252,40,NHW,M,N,IHS
87033,427640,40,NHW,F,Y,IHS
87034,12534,40,NHW,F,Y,IHS
87035,101722,40,NHW,M,Y,IHS
87036,931393,40,NHW,F,Y,IHS
87037,325712,40,NHW,F,Y,OHS
87038,326625,40,NHW,M,Y,IHS
87039,123944,40,NHW,F,Y,IHS
87040,244899,40,NHB,M,Y,IHS
87041,605704,40,NHW,F,Y,IHS
87042,911162,40,NHW,F,N,IHS
87043,664815,40,NHW,M,Y,IHS
87044,913138,40,NHW,F,N,IHS
87045,477926,40,NHW,F,Y,OHS
87046,71352,40,NHW,M,Y,IHS
87047,507917,40,NHB,F,Y,IHS
87048,564885,40,NHB,M,Y,IHS
87049,414928,40,NHW,F,Y,IHS
87050,564964,40,NHW,F,Y,IHS
87051,296906,40,NHW,F,Y,IHS
87052,476736,40,NHW,F,Y,OHS
87053,195882,40,NHW,M,N,IHS
87054,950585,40,NHW,M,Y,IHS
87055,576222,40,NHW,F,Y,IHS
87056,944891,40,NHB,M,Y,OHS
87057,825592,40,NHB,M,Y,IHS
87058,744891,40,NHW,M,Y,IHS
87059,761586,40,NHW,M,Y,OHS
87060,380362,40,NHW,F,N,IHS
87061,201350,40,NHW,F,Y,IHS
87062,732696,40,NHW,F,Y,IHS
87063,216167,40,NHB,F,Y,IHS
87064,415836,40,NHW,M,Y,IHS
87065,448312,40,NHW,M,Y,OHS
87066,253418,40,NHW,F,Y,IHS
87067,870329,40,NHW,F,Y,IHS
87068,496334,40,NHB,F,Y,IHS
87069,22554,40,NHB,M,Y,IHS
87070,451146,40,NHW,M,Y,IHS
87071,128412,40,NHW,F,N,OHS
87072,379393,40,NHB,M,Y,OHS
87073,814680,40,NHW,F,Y,IHS
87074,409624,40,NHB,F,Y,IHS
87075,425804,40,NHB,M,Y,IHS
87076,70796,40,NHW,F,Y,OHS
87077,436593,40,NHW,F,N,IHS
87078,675208,40,NHW,F,Y,OHS
87079,990283,40,NHW,M,Y,IHS
87080,788217,40,NHW,M,Y,IHS
87081,397982,40,NHW,M,Y,OHS
87082,770085,40,NHW,M,Y,IHS
87083,626456,40,NHB,F,N,IHS
87084,372631,40,NHB,F,Y,IHS
87085,705365,40,NHB,F,N,OHS
87086,859302,40,NHW,F,Y,IHS
87087,125242,40,NHW,M,Y,IHS
87088,878140,40,NHW,M,Y,IHS
87089,845831,40,NHW,M,N,OHS
87090,753792,40,NHW,M,Y,IHS
87091,963733,40,NHB,F,Y,OHS
87092,140171,40,NHW,M,Y,IHS
87093,820201,40,NHW,F,Y,OHS
87094,877207,40,NHW,M,Y,IHS
87095,868540,40,NHW,M,Y,IHS
87096,777863,40,NHB,F,N,OHS
87097,862332,40,NHB,F,Y,IHS
87098,186069,40,NHW,M,Y,OHS
87099,654255,40,NHW,M,Y,IHS
87100,982432,40,NHB,F,N,IHS
87101,173548,40,NHW,F,Y,IHS
87102,43481,40,NHW,M,Y,IHS
87103,887209,40,NHW,M,Y,IHS
87104,959133,40,NHW,M,Y,IHS
87105,923924,40,NHW,M,Y,IHS
87106,507679,40,NHW,M,Y,IHS
87107,837162,40,NHB,M,Y,IHS
87108,65085,40,NHW,F,Y,IHS
87109,393293,40,NHW,F,Y,IHS
87110,79002,40,NHW,F,Y,IHS
87111,215244,40,NHW,F,Y,IHS
87112,106814,40,NHW,F,Y,IHS
87113,555083,40,NHW,F,Y,IHS
87114,91356,40,NHW,M,Y,IHS
87115,512688,40,NHW,F,Y,IHS
87116,191367,40,NHW,M,Y,IHS
87117,978173,40,NHW,F,Y,IHS
87118,198415,40,NHB,M,N,OHS
87119,919810,40,NHW,F,Y,IHS
87120,664516,40,NHW,M,Y,IHS
87121,943727,40,NHW,M,Y,IHS
87122,311237,40,NHB,M,Y,IHS
87123,432817,40,NHW,M,N,OHS
87124,944487,40,NHW,M,Y,IHS
87125,815463,40,NHW,F,N,OHS
87126,215772,40,NHW,M,Y,IHS
87127,179569,40,NHB,M,Y,IHS
87128,519407,40,NHW,F,Y,IHS
87129,170668,40,NHW,F,Y,IHS
87130,356191,40,NHW,F,Y,IHS
87131,434693,40,NHW,M,Y,IHS
87132,994674,40,NHW,M,Y,IHS
87133,1910,40,NHW,F,Y,IHS
87134,251048,40,NHW,F,Y,IHS
87135,909635,40,NHW,M,Y,IHS
87136,376525,40,NHB,F,Y,OHS
87137,505269,40,NHW,M,Y,IHS
87138,509960,40,NHW,M,Y,IHS
87139,281761,40,NHW,M,N,IHS
87140,716932,40,NHW,M,Y,IHS
87141,270645,40,NHW,M,Y,OHS
87142,127828,40,NHW,F,Y,OHS
87143,320352,40,NHB,F,Y,IHS
87144,112506,40,NHW,M,Y,IHS
87145,527423,40,NHW,F,Y,IHS
87146,750082,40,NHW,M,Y,IHS
87147,32173,40,NHW,M,Y,IHS
87148,149911,40,NHW,F,Y,IHS
87149,657485,40,NHW,F,N,IHS
87150,995144,40,NHW,M,Y,IHS
87151,869299,40,NHW,M,Y,IHS
87152,520961,40,NHW,F,N,OHS
87153,625940,40,NHB,F,Y,IHS
87154,147710,40,NHB,F,Y,IHS
87155,351979,40,NHW,M,Y,IHS
87156,817150,40,NHW,F,N,OHS
87157,678848,40,NHW,M,Y,IHS
87158,98936,40,NHW,M,Y,IHS
87159,578453,40,NHW,F,Y,IHS
87160,504667,40,NHW,M,Y,IHS
87161,141576,40,NHW,M,Y,IHS
87162,955665,40,NHW,F,Y,IHS
87163,63782,40,NHW,M,Y,OHS
87164,870725,40,NHW,M,Y,IHS
87165,656566,40,NHW,F,Y,IHS
87166,958562,40,NHW,M,Y,IHS
87167,751126,40,NHW,F,N,OHS
87168,211729,40,NHW,M,Y,IHS
87169,187647,40,NHW,M,Y,IHS
87170,73229,40,NHW,F,Y,IHS
87171,665143,40,NHW,M,Y,IHS
87172,115276,40,NHW,F,Y,IHS
87173,451235,40,NHW,F,Y,IHS
87174,937130,40,NHW,M,Y,OHS
87175,350758,40,NHW,F,Y,IHS
87176,441921,40,NHW,M,N,IHS
87177,604878,40,NHW,F,Y,IHS
87178,55297,40,NHW,M,Y,OHS
87179,310000,40,NHW,M,Y,IHS
87180,116389,40,NHW,F,Y,IHS
87181,107114,40,NHW,M,Y,IHS
87182,1382,40,NHW,F,Y,IHS
87183,101149,40,NHW,F,Y,IHS
87184,269061,40,NHW,M,Y,IHS
87185,266576,40,NHB,F,Y,IHS
87186,679267,40,NHW,F,Y,IHS
87187,476021,40,NHW,M,Y,IHS
87188,419043,40,NHW,M,Y,IHS
87189,768327,40,NHW,F,Y,IHS
87190,70267,40,NHW,M,Y,IHS
87191,304997,40,NHW,M,Y,IHS
87192,635409,40,NHW,M,N,IHS
87193,127921,40,NHW,M,N,IHS
87194,615413,40,NHW,F,N,IHS
87195,305311,40,NHW,M,N,OHS
87196,708813,40,NHW,F,Y,OHS
87197,34088,40,NHW,M,Y,IHS
87198,826936,40,NHW,F,Y,OHS
87199,637177,40,NHW,F,Y,OHS
87200,103747,40,NHW,F,Y,OHS
87201,692581,40,NHW,M,Y,IHS
87202,132274,40,NHB,M,Y,IHS
87203,936648,40,NHW,M,N,IHS
87204,116572,40,NHW,F,Y,IHS
87205,748912,40,NHW,F,Y,IHS
87206,227408,40,NHW,F,Y,IHS
87207,75241,40,NHW,M,Y,IHS
87208,963159,40,NHB,M,Y,IHS
87209,893303,40,NHW,M,Y,IHS
87210,529262,40,NHW,M,Y,IHS
87211,360031,40,NHW,F,Y,IHS
87212,110895,40,NHW,F,Y,IHS
87213,233701,40,NHW,M,Y,IHS
87214,74486,40,NHW,M,Y,IHS
87215,240365,40,NHB,F,Y,IHS
87216,747003,40,NHW,M,Y,OHS
87217,865602,40,NHW,F,Y,OHS
87218,728839,40,NHW,M,N,IHS
87219,341690,40,NHW,F,Y,IHS
87220,312942,40,NHW,M,Y,IHS
87221,670957,40,NHW,F,Y,IHS
87222,461699,40,NHW,F,Y,IHS
87223,977719,40,NHB,M,N,OHS
87224,189469,40,NHW,M,Y,IHS
87225,590783,40,NHB,F,Y,IHS
87226,683932,40,NHW,F,Y,IHS
87227,255221,40,NHW,M,N,IHS
87228,362712,40,NHW,M,Y,IHS
87229,514091,40,NHW,F,Y,IHS
87230,630177,40,NHW,M,Y,IHS
87231,985134,40,NHW,M,N,IHS
87232,673716,40,NHW,F,Y,IHS
87233,713160,40,NHW,M,Y,OHS
87234,473479,40,NHW,F,Y,IHS
87235,904453,40,NHB,M,Y,IHS
87236,192362,40,NHW,F,Y,IHS
87237,614906,40,NHW,M,Y,IHS
87238,569299,40,NHB,F,Y,IHS
87239,556475,40,NHW,M,Y,IHS
87240,594307,40,NHW,F,Y,IHS
87241,670838,40,NHB,F,Y,OHS
87242,997090,40,NHW,M,Y,IHS
87243,514181,40,NHW,M,N,OHS
87244,571185,40,NHW,F,Y,IHS
87245,577490,40,NHW,F,Y,OHS
87246,791016,40,NHW,M,Y,IHS
87247,206849,40,NHW,M,N,OHS
87248,304773,40,NHW,M,N,OHS
87249,904512,40,NHW,M,Y,IHS
87250,38393,40,NHW,F,N,IHS
87251,911091,40,NHW,F,Y,IHS
87252,177398,40,NHW,M,Y,IHS
87253,242897,40,NHW,F,Y,IHS
87254,924186,40,NHW,F,Y,OHS
87255,643446,40,NHB,F,N,IHS
87256,147215,40,NHW,M,Y,IHS
87257,725550,40,NHB,F,Y,IHS
87258,618408,40,NHW,M,Y,OHS
87259,455739,40,NHW,F,Y,OHS
87260,179399,40,NHW,F,Y,IHS
87261,764704,40,NHW,M,Y,OHS
87262,201975,40,NHW,F,Y,OHS
87263,881479,40,NHB,F,Y,IHS
87264,271403,40,NHW,M,Y,IHS
87265,982944,40,NHW,M,Y,IHS
87266,121906,40,NHW,F,Y,OHS
87267,818172,40,NHW,F,N,IHS
87268,431621,40,NHB,F,Y,IHS
87269,413493,40,NHW,F,Y,IHS
87270,26702,40,NHW,M,Y,IHS
87271,659569,40,NHB,M,Y,IHS
87272,281320,40,NHW,F,Y,IHS
87273,224382,40,NHW,F,Y,IHS
87274,739877,40,NHB,M,Y,IHS
87275,771903,40,NHB,M,Y,IHS
87276,692681,40,NHB,M,Y,IHS
87277,863515,40,NHW,M,Y,IHS
87278,844068,40,NHB,F,Y,IHS
87279,731524,40,NHW,F,N,OHS
87280,511075,40,NHW,F,Y,IHS
87281,550698,40,NHW,M,Y,IHS
87282,71281,40,NHW,M,Y,OHS
87283,392514,40,NHW,F,Y,IHS
87284,472013,40,NHW,F,Y,IHS
87285,990497,40,NHW,F,Y,IHS
87286,18635,40,NHW,M,Y,IHS
87287,232545,40,NHB,F,N,IHS
87288,380368,40,NHW,M,Y,IHS
87289,228762,40,NHW,M,Y,IHS
87290,757138,40,NHW,F,Y,IHS
87291,495956,40,NHB,M,N,OHS
87292,358441,40,NHW,F,Y,IHS
87293,408058,40,NHB,M,Y,OHS
87294,435254,40,NHW,F,Y,IHS
87295,850085,40,NHW,F,Y,IHS
87296,326909,40,NHW,M,Y,IHS
87297,736644,40,NHW,M,Y,OHS
87298,103454,40,NHW,F,Y,IHS
87299,868730,40,NHW,F,Y,IHS
87300,508270,40,NHB,F,Y,IHS
87301,741482,40,NHW,M,Y,OHS
87302,836545,40,NHW,M,Y,IHS
87303,372002,40,NHW,M,Y,IHS
87304,479976,40,NHW,M,Y,IHS
87305,274308,40,NHB,F,N,OHS
87306,466044,40,NHB,M,Y,IHS
87307,820496,40,NHB,F,Y,IHS
87308,223339,40,NHW,F,Y,OHS
87309,599466,40,NHW,F,Y,IHS
87310,179956,40,NHB,M,Y,IHS
87311,795647,40,NHW,M,Y,IHS
87312,706856,40,NHW,M,Y,IHS
87313,98461,40,NHB,M,Y,IHS
87314,857377,40,NHW,M,Y,IHS
87315,750486,40,NHB,F,Y,IHS
87316,96726,40,NHW,F,N,OHS
87317,988970,40,NHB,M,Y,IHS
87318,504564,40,NHW,F,Y,IHS
87319,26219,40,NHW,F,Y,IHS
87320,439195,40,NHW,M,Y,IHS
87321,25420,40,NHW,F,Y,IHS
87322,651193,40,NHW,F,N,OHS
87323,605151,40,NHW,F,Y,IHS
87324,217499,40,NHW,F,Y,OHS
87325,935387,40,NHW,M,Y,IHS
87326,483745,40,NHW,M,Y,IHS
87327,87537,40,NHW,F,Y,OHS
87328,226188,40,NHW,M,Y,IHS
87329,212704,40,NHW,M,Y,IHS
87330,481456,40,NHB,M,Y,IHS
87331,854001,40,NHW,M,Y,IHS
87332,977027,40,NHB,M,Y,IHS
87333,535098,40,NHW,F,Y,IHS
87334,452761,40,NHW,M,Y,IHS
87335,848415,40,NHB,M,Y,OHS
87336,443345,40,NHW,F,Y,IHS
87337,276624,40,NHW,M,Y,IHS
87338,960315,40,NHB,M,Y,IHS
87339,481585,40,NHW,F,Y,IHS
87340,275409,40,NHW,M,Y,IHS
87341,796641,40,NHW,M,Y,OHS
87342,287964,40,NHB,F,Y,IHS
87343,331864,40,NHB,F,Y,IHS
87344,271000,40,NHW,F,Y,IHS
87345,193561,40,NHB,F,Y,IHS
87346,626063,40,NHW,F,N,IHS
87347,617128,40,NHW,M,Y,IHS
87348,751328,40,NHW,F,Y,IHS
87349,376457,40,NHW,M,Y,IHS
87350,114861,40,NHW,M,Y,OHS
87351,353511,40,NHW,M,N,IHS
87352,723724,40,NHW,M,Y,IHS
87353,557321,40,NHB,M,N,IHS
87354,647233,40,NHB,F,Y,IHS
87355,59434,40,NHW,F,Y,IHS
87356,506030,40,NHW,M,Y,IHS
87357,697748,40,NHW,M,Y,IHS
87358,940875,40,NHB,F,Y,IHS
87359,383193,40,NHW,F,Y,IHS
87360,844018,40,NHW,M,Y,IHS
87361,765346,40,NHB,M,Y,IHS
87362,114954,40,NHW,F,Y,OHS
87363,902846,40,NHW,M,Y,IHS
87364,890317,40,NHW,F,Y,IHS
87365,315175,40,NHW,F,Y,IHS
87366,222289,40,NHW,M,Y,IHS
87367,153627,40,NHW,M,Y,IHS
87368,505262,40,NHW,F,Y,IHS
87369,324336,40,NHW,F,Y,OHS
87370,662603,40,NHW,M,Y,IHS
87371,25036,40,NHW,F,Y,IHS
87372,707090,40,NHW,M,Y,IHS
87373,319577,40,NHW,M,N,OHS
87374,956261,40,NHW,F,Y,IHS
87375,813213,40,NHW,M,Y,IHS
87376,284640,40,NHW,F,Y,IHS
87377,643889,40,NHW,M,Y,IHS
87378,73676,40,NHW,F,Y,IHS
87379,510906,40,NHW,M,Y,IHS
87380,880690,40,NHW,F,Y,IHS
87381,974618,40,NHB,M,Y,IHS
87382,807832,40,NHW,M,Y,IHS
87383,820235,40,NHW,F,Y,IHS
87384,906884,40,NHW,M,Y,IHS
87385,302392,40,NHW,M,Y,IHS
87386,283304,40,NHW,F,N,OHS
87387,233550,40,NHW,F,Y,IHS
87388,117899,40,NHW,M,Y,IHS
87389,313716,40,NHW,M,Y,IHS
87390,991609,40,NHW,M,Y,IHS
87391,198708,40,NHW,F,N,IHS
87392,481072,40,NHB,M,N,OHS
87393,694199,40,NHW,M,Y,IHS
87394,649434,40,NHW,F,Y,IHS
87395,224758,40,NHW,F,Y,IHS
87396,55589,40,NHB,M,N,OHS
87397,977494,40,NHW,M,Y,IHS
87398,885890,40,NHW,M,Y,IHS
87399,505773,40,NHW,M,Y,IHS
87400,548412,40,NHW,F,Y,IHS
87401,849012,40,NHW,F,N,IHS
87402,492533,40,NHB,F,N,OHS
87403,584360,40,NHW,M,Y,IHS
87404,559404,40,NHW,M,Y,OHS
87405,498043,40,NHW,F,Y,IHS
87406,336760,40,NHW,M,Y,IHS
87407,51819,40,NHW,M,N,OHS
87408,312464,40,NHW,F,Y,IHS
87409,166159,40,NHW,F,Y,IHS
87410,415879,40,NHW,F,Y,IHS
87411,466543,40,NHW,F,N,IHS
87412,533286,40,NHB,F,Y,IHS
87413,350697,40,NHW,M,Y,IHS
87414,817571,40,NHW,M,Y,IHS
87415,194505,40,NHW,F,Y,IHS
87416,320589,40,NHW,M,Y,IHS
87417,28474,40,NHW,M,Y,IHS
87418,399838,40,NHB,F,N,IHS
87419,476046,40,NHW,F,Y,IHS
87420,904053,40,NHB,M,Y,IHS
87421,259748,40,NHW,M,Y,IHS
87422,703854,40,NHW,F,Y,IHS
87423,417017,40,NHW,F,Y,IHS
87424,251650,40,NHB,M,Y,IHS
87425,587043,40,NHW,F,Y,IHS
87426,179124,40,NHW,F,N,IHS
87427,299147,40,NHB,F,N,IHS
87428,614954,40,NHW,M,Y,IHS
87429,824980,40,NHW,M,Y,IHS
87430,890825,40,NHW,F,Y,IHS
87431,421738,40,NHB,F,Y,IHS
87432,919629,40,NHW,F,N,OHS
87433,344762,40,NHB,M,Y,IHS
87434,999632,40,NHW,M,Y,IHS
87435,519755,40,NHW,M,N,IHS
87436,892805,40,NHW,M,Y,IHS
87437,379633,40,NHW,F,N,OHS
87438,659294,40,NHW,F,Y,IHS
